second,quic,tcp,orbit,pep,iw,loss
22.3,21315.396670771523,16619.97938348048,leo,1,"10,100,100,10",10^0
22.4,21333.75730930777,16647.084889781625,leo,1,"10,100,100,10",10^0
22.5,21352.188949382533,16674.92628807526,leo,1,"10,100,100,10",10^0
22.6,21368.8047266904,16695.69573382395,leo,1,"10,100,100,10",10^0
22.7,21381.035969573502,16717.350768779812,leo,1,"10,100,100,10",10^0
22.8,21398.941419854007,16737.23654829873,leo,1,"10,100,100,10",10^0
22.9,21407.037131742716,16755.50159237331,leo,1,"10,100,100,10",10^0
23.0,21424.343076319434,16778.480811143676,leo,1,"10,100,100,10",10^0
23.1,21431.961896257457,16799.839997589454,leo,1,"10,100,100,10",10^0
23.2,21443.152277706093,16827.09072915597,leo,1,"10,100,100,10",10^0
23.3,21454.28816685952,16848.230689678843,leo,1,"10,100,100,10",10^0
23.4,21460.717839821467,16881.72602584156,leo,1,"10,100,100,10",10^0
23.5,21481.791371189287,16913.283115184517,leo,1,"10,100,100,10",10^0
23.6,21495.177126493705,16950.942790920508,leo,1,"10,100,100,10",10^0
23.7,21513.07328504391,16980.11759016663,leo,1,"10,100,100,10",10^0
23.8,21531.23025895925,17008.99619986614,leo,1,"10,100,100,10",10^0
23.9,21545.058525527067,17031.175883812,leo,1,"10,100,100,10",10^0
24.0,21555.159978418986,17058.268383379786,leo,1,"10,100,100,10",10^0
24.1,21569.293934391324,17089.974655160095,leo,1,"10,100,100,10",10^0
24.2,21587.115102383366,17118.257513793684,leo,1,"10,100,100,10",10^0
24.3,21597.369870766794,17142.220817608562,leo,1,"10,100,100,10",10^0
24.4,21614.041135392625,17166.33290715598,leo,1,"10,100,100,10",10^0
24.5,21632.260188965854,17193.61629453746,leo,1,"10,100,100,10",10^0
24.6,21649.440107628143,17213.025560186823,leo,1,"10,100,100,10",10^0
24.7,21665.081341537138,17234.387492092977,leo,1,"10,100,100,10",10^0
24.8,21684.09540310132,17260.867053111044,leo,1,"10,100,100,10",10^0
24.9,21716.15276537508,17290.050361113445,leo,1,"10,100,100,10",10^0
25.0,21740.282469038626,17317.12919255492,leo,1,"10,100,100,10",10^0
25.1,21763.03768827954,17341.047890592366,leo,1,"10,100,100,10",10^0
25.2,21787.12497305883,17355.939624297458,leo,1,"10,100,100,10",10^0
25.3,21808.889529913988,17375.79984459846,leo,1,"10,100,100,10",10^0
25.4,21836.841408807803,17393.100467905853,leo,1,"10,100,100,10",10^0
25.5,21854.188756055224,17411.904949570653,leo,1,"10,100,100,10",10^0
25.6,21880.501093980947,17429.05728448906,leo,1,"10,100,100,10",10^0
25.7,21902.89034108839,17445.906763660954,leo,1,"10,100,100,10",10^0
25.8,21924.448638950074,17467.4197848668,leo,1,"10,100,100,10",10^0
25.9,21951.48087835711,17482.914941825376,leo,1,"10,100,100,10",10^0
26.0,21968.800061614234,17495.10266736552,leo,1,"10,100,100,10",10^0
26.1,21987.181923099495,17510.145133548704,leo,1,"10,100,100,10",10^0
26.2,22010.849235890455,17520.225025160726,leo,1,"10,100,100,10",10^0
26.3,22041.686152114926,17532.712371147634,leo,1,"10,100,100,10",10^0
26.4,22062.06297615012,17545.80140245571,leo,1,"10,100,100,10",10^0
26.5,22084.398604863392,17560.092554701154,leo,1,"10,100,100,10",10^0
26.6,22099.392299718766,17572.879418477078,leo,1,"10,100,100,10",10^0
26.7,22117.98187926565,17584.01193016598,leo,1,"10,100,100,10",10^0
26.8,22134.192521295012,17596.648613890837,leo,1,"10,100,100,10",10^0
26.9,22156.292840275964,17611.241498038456,leo,1,"10,100,100,10",10^0
27.0,22171.02515299984,17627.616138565587,leo,1,"10,100,100,10",10^0
27.1,22186.00682928149,17643.73443386819,leo,1,"10,100,100,10",10^0
27.2,22199.04088748638,17662.5911087161,leo,1,"10,100,100,10",10^0
27.3,22204.334539151314,17685.60873538673,leo,1,"10,100,100,10",10^0
27.4,22223.15223483246,17700.82525026108,leo,1,"10,100,100,10",10^0
27.5,22240.34059310533,17715.273452986003,leo,1,"10,100,100,10",10^0
27.6,22256.0958592441,17731.412231146714,leo,1,"10,100,100,10",10^0
27.7,22281.865712307907,17748.78024342647,leo,1,"10,100,100,10",10^0
27.8,22298.308768302177,17763.84467766457,leo,1,"10,100,100,10",10^0
27.9,22322.149744986793,17778.292632441324,leo,1,"10,100,100,10",10^0
28.0,22340.366190458557,17793.802635035823,leo,1,"10,100,100,10",10^0
28.1,22361.631041602883,17818.202247929465,leo,1,"10,100,100,10",10^0
28.2,22388.80582705949,17837.004707261975,leo,1,"10,100,100,10",10^0
28.3,22408.509492712852,17860.1590964553,leo,1,"10,100,100,10",10^0
28.4,22426.71780610707,17882.536417013183,leo,1,"10,100,100,10",10^0
28.5,22448.12505099512,17904.446990999957,leo,1,"10,100,100,10",10^0
28.6,22468.489125918837,17919.832805717775,leo,1,"10,100,100,10",10^0
28.7,22501.729394465645,17945.1652822615,leo,1,"10,100,100,10",10^0
28.8,22518.31427626886,17961.63673226106,leo,1,"10,100,100,10",10^0
28.9,22539.70801461105,17983.70542933745,leo,1,"10,100,100,10",10^0
29.0,22550.54188034431,18006.39274595691,leo,1,"10,100,100,10",10^0
29.1,22570.271927685284,18028.770289886852,leo,1,"10,100,100,10",10^0
29.2,22576.57000147001,18050.836918165725,leo,1,"10,100,100,10",10^0
29.3,22584.901800654996,18071.348544146116,leo,1,"10,100,100,10",10^0
29.4,22600.238790891995,18087.821191197672,leo,1,"10,100,100,10",10^0
29.5,22605.365085349356,18105.070905593973,leo,1,"10,100,100,10",10^0
29.6,22618.92678417245,18120.29997147492,leo,1,"10,100,100,10",10^0
29.7,22628.322328388058,18135.530574531447,leo,1,"10,100,100,10",10^0
29.8,22637.728501062666,18149.05019014773,leo,1,"10,100,100,10",10^0
29.9,22648.04440477043,18163.656235897677,leo,1,"10,100,100,10",10^0
30.0,22661.52856094385,18177.642150030628,leo,1,"10,100,100,10",10^0
0.1,125.50510495981172,,leo,0,"10,10,10,10",10^0
0.2,277.81405734444155,96.71586502273266,leo,0,"10,10,10,10",10^0
0.3,536.096106407138,468.14174840147695,leo,0,"10,10,10,10",10^0
0.4,722.2876114816463,609.0684662452015,leo,0,"10,10,10,10",10^0
0.5000000000000001,1047.206096617026,848.754367172605,leo,0,"10,10,10,10",10^0
0.6000000000000001,1485.3656189570665,1107.288755194904,leo,0,"10,10,10,10",10^0
0.7000000000000001,1797.4275069075652,1404.2374315957331,leo,0,"10,10,10,10",10^0
0.8,2199.592343527901,1570.9390782879614,leo,0,"10,10,10,10",10^0
0.9,2505.780755622597,1797.960488514478,leo,0,"10,10,10,10",10^0
1.0,2820.5267496116494,2007.6777159073258,leo,0,"10,10,10,10",10^0
1.1,3124.3142220336335,2278.580245553405,leo,0,"10,10,10,10",10^0
1.2,3383.5840603612282,2513.7891737462623,leo,0,"10,10,10,10",10^0
1.3,3610.7324741744933,2733.3921994888724,leo,0,"10,10,10,10",10^0
1.4,3840.6142529429603,2990.5123060625037,leo,0,"10,10,10,10",10^0
1.5,4039.11248617843,3214.684193325564,leo,0,"10,10,10,10",10^0
1.6,4215.770940201091,3465.7322674362367,leo,0,"10,10,10,10",10^0
1.7,4404.281015995956,3623.846439606192,leo,0,"10,10,10,10",10^0
1.8,4574.638283713021,3810.5547679524684,leo,0,"10,10,10,10",10^0
1.9,4742.115194105956,4001.361866663091,leo,0,"10,10,10,10",10^0
2.0,4923.744736615962,4183.379296355937,leo,0,"10,10,10,10",10^0
2.1,5076.12877505444,4318.086178716427,leo,0,"10,10,10,10",10^0
2.2,5232.112260690404,4423.863004827765,leo,0,"10,10,10,10",10^0
2.3000000000000003,5402.030600311956,4550.170075323887,leo,0,"10,10,10,10",10^0
2.4,5561.743969366042,4647.2728495281235,leo,0,"10,10,10,10",10^0
2.5,5693.61473285534,4772.303996239276,leo,0,"10,10,10,10",10^0
2.6,5839.9755353553055,4875.406291127814,leo,0,"10,10,10,10",10^0
2.7,5985.6541068796205,4977.6576256525,leo,0,"10,10,10,10",10^0
2.8000000000000003,6133.409241018468,5052.465013685792,leo,0,"10,10,10,10",10^0
2.9,6282.750508437936,5143.400769473225,leo,0,"10,10,10,10",10^0
3.0,6398.219964862922,5217.506254710233,leo,0,"10,10,10,10",10^0
3.1,6542.114994000019,5312.550373487871,leo,0,"10,10,10,10",10^0
3.2,6656.877392588611,5404.051855827477,leo,0,"10,10,10,10",10^0
3.3000000000000003,6774.791808123403,5482.260112447739,leo,0,"10,10,10,10",10^0
3.4,6888.904874260582,5548.020952244599,leo,0,"10,10,10,10",10^0
3.5,7012.167559143484,5619.8605065042975,leo,0,"10,10,10,10",10^0
3.6,7132.966705480894,5710.376685629256,leo,0,"10,10,10,10",10^0
3.7,7251.3071318769535,5778.6834033514815,leo,0,"10,10,10,10",10^0
3.8,7353.496639388549,5849.393871013776,leo,0,"10,10,10,10",10^0
3.9,7466.323762109262,5927.602482150471,leo,0,"10,10,10,10",10^0
4.000000000000001,7562.9156292387615,5996.620922261446,leo,0,"10,10,10,10",10^0
4.1000000000000005,7654.134331198364,6068.041606470381,leo,0,"10,10,10,10",10^0
4.2,7757.153968280507,6138.192759994094,leo,0,"10,10,10,10",10^0
4.300000000000001,7849.192584554789,6203.530799409601,leo,0,"10,10,10,10",10^0
4.4,7933.928769578053,6272.403321870423,leo,0,"10,10,10,10",10^0
4.500000000000001,8042.088886342262,6343.3988523306725,leo,0,"10,10,10,10",10^0
4.6000000000000005,8134.69375948682,6391.058245830194,leo,0,"10,10,10,10",10^0
4.700000000000001,8215.429835878014,6463.752567606651,leo,0,"10,10,10,10",10^0
4.800000000000001,8304.56388313532,6522.164794475792,leo,0,"10,10,10,10",10^0
4.9,8410.473409285625,6582.553830782518,leo,0,"10,10,10,10",10^0
5.000000000000001,8485.587606438377,6644.075742227962,leo,0,"10,10,10,10",10^0
5.1000000000000005,8582.664137152666,6700.080854120626,leo,0,"10,10,10,10",10^0
5.200000000000001,8683.41108250839,6748.872910613261,leo,0,"10,10,10,10",10^0
5.300000000000001,8747.721642299468,6796.107198494554,leo,0,"10,10,10,10",10^0
5.4,8856.671614893427,6860.031401645495,leo,0,"10,10,10,10",10^0
5.500000000000001,8939.138094193902,6910.0936854057645,leo,0,"10,10,10,10",10^0
